dork,url
inurl:index.php?id= site:com,https://www.firsticbank.com/index.php?id=en&info=Privacy%20Info.4
inurl:index.php?id= site:com,https://www.20khvylyn.com/go/?www.migration.gov.rw/index.php?id=203
inurl:index.php?id= site:com,http://www.wallas.com/index.php?id=53
inurl:index.php?id= site:com,http://www.ceres-cert.com/portal/index.php?id=224
inurl:index.php?id= site:com,https://urbanmushrooms.com/index.php?id=5
inurl:index.php?id= site:com,https://jakajan.com/sys/vos/index.php?id=vote07&eid=2
inurl:index.php?id= site:com,https://m365.eu.vadesecure.com/safeproxy/v3?f=vbd9rlMnH2DNB7yTP4lKVmLWkoJFdOwzGG-FYW13Gp2fYU98bqG2SeFeAGeggQ0n&i=XThD9kkjhMQyWtYvRWXF7foykLyiYN5Jc5X_4WI8YL-lhwwB54zAkpQnPc2h6_8LM-hgXs0CL0YkkOzxkxnJMw&k=Fhbu&r=U_dlzQo8uZMED2BOwfqS1uvD8iuLhTYFQhRT1HpwIEsZfkmNn56KWiT6hmw81UF0&u=https%3A%2F%2Fwww.oie.int%2Findex.php%3Fid%3D169%26L%3D0%26htmfile%3Dchapitre_communication.htm
inurl:index.php?id= site:com,http://emarketingllc.com.staging.frii.com/id/mollusc/index.php
inurl:index.php?id= site:com,http://www.thienantech.com/?http://www.icdcprague.org/index.php?id=https://xexx.pro/watch-jhony-sins-and-nicolet-shea-1.html/
inurl:index.php?id= site:com,https://www.yaesu.com/jp/en/wires-x/regist/index.php
inurl:index.php?id= site:com,https://mecfilm.com/index.php?id=3512
inurl:index.php?id= site:com,http://www.prehistoricplanet.com/news/index.php?id=48
inurl:index.php?id= site:com,http://www.acutronic.com/index.php?id=148&prodid=55&cHash=1
inurl:index.php?id= site:com,https://swissport.com/index.php?id=4&level=country&continentId=1&countryId=97
inurl:index.php?id= site:com,http://www.smbc-comics.com/index.php?id=2832
inurl:index.php?id= site:com,https://help.mywconline.com/index.php?id=46&sid=416
inurl:index.php?id= site:com,https://swissport.com/index.php?id=4&level=country&continentId=1&countryId=97
inurl:index.php?id= site:com,http://www.smbc-comics.com/index.php?id=2832
inurl:index.php?id= site:com,https://help.mywconline.com/index.php?id=46&sid=416
inurl:index.php?id= site:com,http://www.ehcknobs.com/index.php?id=TM
inurl:index.php?id= site:com,https://www.arabtrvl.com/vb/redirect-to/?redirect=http%3A%2F%2Fwww.triberg.de%2Findex.php%3Fid%3D150
inurl:index.php?id= site:com,http://www.discoverylaunch.com/index.php?id=1000
inurl:index.php?id= site:com,https://www.opcalia.com/index.php?id=61
inurl:index.php?id= site:com,https://www.becker-international.com/index.php?id=1&lang=901
inurl:index.php?id= site:com,https://www.cps-cidpc.com/index.php?id=66
inurl:index.php?id= site:com,http://www.greenlighttoys.com/index.php?id=182
inurl:index.php?id= site:com,https://www.smbc-comics.com/index.php?id=4130
inurl:index.php?id= site:com,http://www.azumanosato.com/index.php?id=22
inurl:index.php?id= site:com,https://softwarearea.saltosystems.com/usuarios/index.php?id=en
inurl:index.php?id= site:com,http://frenchjournalformediaresearch.com/lodel-1.0/main/index.php?id=1449
inurl:index.php?id= site:com,http://www.lorillard.com/index.php?id=5
inurl:index.php?id= site:com,http://www.laudaair.com/site/index.php?id=281&L=1
inurl:index.php?id= site:com,http://www.kb-vt.com/index.php?id=290
inurl:index.php?id= site:com,https://www.clientam.com/en/index.php?f=1560&p=fax
inurl:index.php?id= site:com,http://www.mytalktools.com/dnn/LinkClick.aspx?link=http%3A%2F%2Faackids.psu.edu%2Findex.php%2Fpage%2Fshow%2Fid%2F1&tabid=132&portalid=0&mid=562
inurl:index.php?id= site:com,http://www.satacanada.com/index.php?id=cd&L=15
inurl:index.php?id= site:com,https://www.ionos.com/terms-gtc/index.php?id=6
inurl:index.php?id= site:com,http://www.springfieldcityhall.com/index.php?id=covid
inurl:index.php?id= site:com,http://www.taanilinna.com/index.php?id=325
inurl:index.php?id= site:com,https://www.indianz.com/m.asp?url=https://www.gaming.ny.gov/gaming/index.php?ID=1
inurl:index.php?id= site:com,https://www.springfieldcityhall.com/housing/index.php?id=66
inurl:index.php?id= site:com,https://www.agisoft.com/index.php?id=71
inurl:index.php?id= site:com,https://www.springfieldcityhall.com/cos/index.php?id=moci
inurl:index.php?id= site:com,https://m.visitortips.com/go2/?lsid=0&l=39955&url=http%3A%2F%2Fwww.baylor.edu%2Fmayborn%2Findex.php%3Fid%3D931369%23tickets
inurl:index.php?id= site:com,http://www.harkavagrant.com/index.php?id=32
inurl:index.php?id= site:com,http://naset-upgrade.ciclabs.com/index.php?id=2522
inurl:index.php?id= site:com,http://virginiafieldtrips.com/index.php?id=163
inurl:index.php?id= site:com,https://stackoverflow.com/questions/33517582/remove-id-and-index-php-via-htaccess-in-subdirectory
inurl:index.php?id= site:com,https://wiki.jriver.com/index.php/Id
inurl:index.php?id= site:com,https://www.pwaworldtour.com/index.php?id=2244
inurl:index.php?id= site:com,https://t.umblr.com/redirect?z=http%3A%2F%2Fwww.jpl.nasa.gov%2Fvideo%2Findex.php%3Fid%3D1090&t=ZWI2NDAxNGQxOTRhZDBiZWI2YmNhYjViMTQ0NzQ5NWFhMWM2N2IzZSxMaHJNakd2NQ%3D%3D&b=t%3A86DgZqW5-xFO2vxTbc_BOA&p=https%3A%2F%2Fastroquizzical.tumblr.com%2Fpost%2F81128447443%2Fwhat-is-the-speed-of-light-equivalent-to&m=1
inurl:index.php?id= site:com,https://www.ablelinktech.com/index.php?id=33
inurl:index.php?id= site:com,http://pyroswitch.com/index.php?id=3
inurl:index.php?id= site:com,https://www.compassboxwhisky.com/whiskies/index.php?id=20
inurl:index.php?id= site:com,https://training.fortinet.com/login/index.php
inurl:index.php?id= site:com,https://www.knipex.com/index.php?id=1216&page=group_detail&groupID=1500
inurl:index.php?id= site:com,http://azdhs.com/licensing/medical-marijuana/index.php
inurl:index.php?id= site:com,http://www.sleemainz.com/index.php?id=72&L=1
inurl:index.php?id= site:com,https://services.jsatech.com/index.php?cid=87
inurl:index.php?id= site:com,http://www.bmsspeakers.com/index.php?id=bms_4591
inurl:index.php?id= site:com,https://support.respondus.com/support/index.php?/Knowledgebase/Article/View/292/25/how-do-i-install-lockdown-browser
inurl:index.php?id= site:com,http://www.feuer-usa.com/index.php?id=48
inurl:index.php?id= site:com,https://www.palsystem.com/index.php?id=819
inurl:index.php?id= site:com,http://mmaglobal.com/modules/content/index.php?id=6
inurl:index.php?id= site:com,http://www.susanasoares.com/index.php?id=56
inurl:index.php?id= site:com,https://www.bsnmedical.com/index.php?id=174
inurl:index.php?id= site:com,https://www.rememberabigail.com/endofslavery/index.php?id=57
inurl:index.php?id= site:com,http://www.ethanmccardell.com/honorcode/index.php?id=952547
inurl:index.php?id= site:com,https://www.swissport.com/index.php?id=4&level=country&continentId=1&countryId=44
inurl:index.php?id= site:com,https://www.sata.com/index.php?id=hvlppistolen&L=11
inurl:index.php?id= site:com,https://searchfeed.seccint.com/v2/click/?gd=SY1001284&uid=&sid=&q=aum%20undergraduate%20catalog&searchProvider=2&searchSource=80&searchTagId=ptvl!%3D!tracingTag%253DC0%2526tracingTag%253DM1%2526tracingTag%253DL1%2526tracingTag%253DN1!%26!ptnvls!%3D!%257B%257D!%26!ptvls!%3D!%257B%2522C%2522%253A%25220%2522%252C%2522M%2522%253A%25221%2522%252C%2522L%2522%253A%25221%2522%252C%2522N%2522%253A%25221%2522%257D&original=https%3A%2F%2Fwww.baylor.edu%2Fregistrar%2Findex.php%3Fid%3D84879&linktype=Organic&referrer=&agent=&page=0&mkt=&c=0&d=&td=&n=1&af=1&at=search&AdUnitId=11706971&AdUnitName=Onlyonesearch2&tid=7ca98a99-2178-419e-b460-67bcd6de1660&adPosition=7&isid=&ab_isSticky=&ab_startDate=&ab_endDate=&ab_per=&nu=true&ptv=2&templateName=AdsTags_AdsBlock_algo_side_imagesTab_videoTab_shoppingTab_related_relatedSideBar_imgWidget_videoWidget_productAds_hamburger&templateCounts=0_3_10_0_1_1_0_8_8_1_1_0_1&geo=us&url=http%3A%2F%2Fwww.onlyonesearch.com%2FSearch%2F%3Fgd%3DSY1001284%26l%3D1%26m%3D1%26n%3D1%26q%3Daum%2520undergraduate%2520catalog&displayUrl=https%3A%2F%2Fwww.baylor.edu%2Fregistrar%2Findex.php%3Fid%3D84879&resultType=organic
inurl:index.php?id= site:com,http://www.heinrichs-mt.com/index.php?id=home&L=1
inurl:index.php?id= site:com,https://www.sanidumps.com/maps/index.php?id=1
inurl:index.php?id= site:com,https://dev.springfieldcityhall.com/elections/index.php?id=172
inurl:index.php?id= site:com,http://www.geomultimedia.com/index.php?id=4&L=0
inurl:index.php?id= site:com,https://learning.thefa.com/enrol/index.php?id=112
inurl:index.php?id= site:com,http://www.geomultimedia.com/index.php?id=4&L=0
inurl:index.php?id= site:com,https://learning.thefa.com/enrol/index.php?id=112
inurl:index.php?id= site:com,http://www.icrera.com/index.php?id=call
inurl:index.php?id= site:com,https://automatication.com/index.php?id=24
inurl:index.php?id= site:com,http://www.mesabi-trust.com/index.php?id=11
inurl:index.php?id= site:com,http://www.can-cia.com/index.php?id=canopen
inurl:index.php?id= site:com,https://www.winterandwinter.com/index.php?id=12
inurl:index.php?id= site:com,https://www.laboshop.com/index.php?id=5&L=1
inurl:index.php?id= site:com,http://www.etceteratheatre.com/index.php?id=2
inurl:index.php?id= site:com,http://www.rationalrecovery.com/index.php?id=59
inurl:index.php?id= site:com,http://www.ko4bb.com/getsimple/index.php?id=manuals
inurl:index.php?id= site:com,https://www.plagiarius.com/index.php?ID=3&SETSPRACHE=2
inurl:index.php?id= site:com,https://www.lyricfind.com/index.php?id=65
inurl:index.php?id= site:com,http://www.sneaindia.com/index.php?id=15
inurl:index.php?id= site:com,http://dotpanel.com/tl.php?p=2vr/rs/rs/rt/vg/rt//http%3A%2F%2Fwww.le-math.eu%2Findex.php%3Fid%3D14
inurl:index.php?id= site:com,http://www.satausa.com/index.php?id=home&no_cache=1&L=11
inurl:index.php?id= site:com,https://iebmedia.com/index.php?id=4749&parentid=63&themeid=255&showdetail=true
inurl:index.php?id= site:com,https://www.xigmanas.com/index.php?id=6
inurl:index.php?id= site:com,https://czech-transport.com/index.php?id=38
inurl:index.php?id= site:com,https://mooc-culturels.fondationorange.com/enrol/synopsis/index.php?id=61
inurl:index.php?id= site:com,http://icumsa.bartens.com/index.php?id=834
inurl:index.php?id= site:com,https://www.teufelberger.com/index.php?id=1263
inurl:index.php?id= site:com,https://www.firsticbank.com/index.php?id=en&info=Privacy%20Info.4
inurl:index.php?id= site:com,https://www.20khvylyn.com/go/?www.migration.gov.rw/index.php?id=203
inurl:index.php?id= site:com,http://www.wallas.com/index.php?id=53
inurl:index.php?id= site:com,http://www.ceres-cert.com/portal/index.php?id=224
inurl:index.php?id= site:com,https://jakajan.com/sys/vos/index.php?id=vote07&eid=2
inurl:index.php?id= site:com,https://www.agencevu.com/stories/index.php?id=249&p=80
inurl:index.php?id= site:com,http://www.nordex-online.com/index.php?id=46&L=2&tx_ttnews[pointer]=11&cHash=bdfa4ff6f1
inurl:index.php?id= site:com,http://www.isr-tkd.com/index.php?cntr=e/news.php?id=1%27
inurl:index.php?id= site:com,https://m365.eu.vadesecure.com/safeproxy/v3?f=vbd9rlMnH2DNB7yTP4lKVmLWkoJFdOwzGG-FYW13Gp2fYU98bqG2SeFeAGeggQ0n&i=XThD9kkjhMQyWtYvRWXF7foykLyiYN5Jc5X_4WI8YL-lhwwB54zAkpQnPc2h6_8LM-hgXs0CL0YkkOzxkxnJMw&k=Fhbu&r=U_dlzQo8uZMED2BOwfqS1uvD8iuLhTYFQhRT1HpwIEsZfkmNn56KWiT6hmw81UF0&u=https%3A%2F%2Fwww.oie.int%2Findex.php%3Fid%3D169%26L%3D0%26htmfile%3Dchapitre_communication.htm
inurl:index.php?id= site:com,http://emarketingllc.com.staging.frii.com/id/mollusc/index.php
inurl:index.php?id= site:com,http://www.thienantech.com/?http://www.icdcprague.org/index.php?id=https://xexx.pro/watch-jhony-sins-and-nicolet-shea-1.html/
inurl:index.php?id= site:com,https://www.yaesu.com/jp/en/wires-x/regist/index.php
inurl:index.php?id= site:com,https://mecfilm.com/index.php?id=3512
inurl:index.php?id= site:com,http://www.prehistoricplanet.com/news/index.php?id=48
inurl:index.php?id= site:com,http://www.acutronic.com/index.php?id=148&prodid=55&cHash=1
inurl:index.php?id= site:com,https://swissport.com/index.php?id=4&level=country&continentId=1&countryId=97
inurl:index.php?id= site:com,http://www.smbc-comics.com/index.php?id=2832
inurl:index.php?id= site:com,https://help.mywconline.com/index.php?id=46&sid=416
inurl:index.php?id= site:com,https://swissport.com/index.php?id=4&level=country&continentId=1&countryId=97
inurl:index.php?id= site:com,http://www.smbc-comics.com/index.php?id=2832
inurl:index.php?id= site:com,https://help.mywconline.com/index.php?id=46&sid=416
inurl:index.php?id= site:com,http://www.ehcknobs.com/index.php?id=TM
inurl:index.php?id= site:com,https://www.arabtrvl.com/vb/redirect-to/?redirect=http%3A%2F%2Fwww.triberg.de%2Findex.php%3Fid%3D150
inurl:index.php?id= site:com,http://www.discoverylaunch.com/index.php?id=1000
inurl:index.php?id= site:com,https://www.opcalia.com/index.php?id=61
inurl:index.php?id= site:com,https://www.becker-international.com/index.php?id=1&lang=901
inurl:index.php?id= site:com,https://www.cps-cidpc.com/index.php?id=66
inurl:index.php?id= site:com,http://www.greenlighttoys.com/index.php?id=182
inurl:index.php?id= site:com,https://www.smbc-comics.com/index.php?id=4130
inurl:index.php?id= site:com,http://www.azumanosato.com/index.php?id=22
inurl:index.php?id= site:com,https://softwarearea.saltosystems.com/usuarios/index.php?id=en
inurl:index.php?id= site:com,http://frenchjournalformediaresearch.com/lodel-1.0/main/index.php?id=1449
inurl:index.php?id= site:com,http://www.lorillard.com/index.php?id=5
inurl:index.php?id= site:com,http://www.laudaair.com/site/index.php?id=281&L=1
inurl:index.php?id= site:com,http://www.kb-vt.com/index.php?id=290
inurl:index.php?id= site:com,https://www.clientam.com/en/index.php?f=1560&p=fax
inurl:index.php?id= site:com,http://www.mytalktools.com/dnn/LinkClick.aspx?link=http%3A%2F%2Faackids.psu.edu%2Findex.php%2Fpage%2Fshow%2Fid%2F1&tabid=132&portalid=0&mid=562
inurl:index.php?id= site:com,http://www.satacanada.com/index.php?id=cd&L=15